property,expected_types
ImageObject.isBasedOn,"['CreativeWork', 'Product', 'URL']"
ImageObject.isFamilyFriendly,Boolean
ImageObject.isPartOf,"['CreativeWork', 'URL']"
ImageObject.keywords,"['DefinedTerm', 'Text', 'URL']"
ImageObject.learningResourceType,"['DefinedTerm', 'Text']"
ImageObject.license,"['CreativeWork', 'URL']"
ImageObject.locationCreated,Place
ImageObject.mainEntity,Thing
ImageObject.maintainer,"['Organization', 'Person']"
ImageObject.material,"['Product', 'Text', 'URL']"
ImageObject.materialExtent,"['QuantitativeValue', 'Text']"
ImageObject.mentions,Thing
ImageObject.offers,"['Demand', 'Offer']"
ImageObject.pattern,"['DefinedTerm', 'Text']"
ImageObject.position,"['Integer', 'Text']"
ImageObject.producer,"['Organization', 'Person']"
ImageObject.provider,"['Organization', 'Person']"
ImageObject.publication,PublicationEvent
ImageObject.publisher,"['Organization', 'Person']"
ImageObject.publisherImprint,Organization
ImageObject.publishingPrinciples,"['CreativeWork', 'URL']"
ImageObject.recordedAt,Event
ImageObject.releasedEvent,PublicationEvent
ImageObject.review,Review
ImageObject.schemaVersion,"['Text', 'URL']"
ImageObject.sdDatePublished,Date
ImageObject.sdLicense,"['CreativeWork', 'URL']"
ImageObject.sdPublisher,"['Organization', 'Person']"
ImageObject.size,"['DefinedTerm', 'QuantitativeValue', 'SizeSpecification', 'Text']"
ImageObject.sourceOrganization,Organization
ImageObject.spatial,Place
ImageObject.spatialCoverage,Place
ImageObject.sponsor,"['Organization', 'Person']"
ImageObject.teaches,"['DefinedTerm', 'Text']"
ImageObject.temporal,"['DateTime', 'Text']"
ImageObject.temporalCoverage,"['DateTime', 'Text', 'URL']"
ImageObject.text,Text
ImageObject.thumbnailUrl,URL
ImageObject.timeRequired,Duration
ImageObject.translationOfWork,CreativeWork
ImageObject.translator,"['Organization', 'Person']"
ImageObject.typicalAgeRange,Text
ImageObject.usageInfo,"['CreativeWork', 'URL']"
ImageObject.version,"['Number', 'Text']"
ImageObject.video,"['Clip', 'VideoObject']"
ImageObject.workExample,CreativeWork
ImageObject.workTranslation,CreativeWork
ImageObject.additionalType,URL
ImageObject.alternateName,Text
ImageObject.description,Text
ImageObject.disambiguatingDescription,Text
ImageObject.identifier,"['PropertyValue', 'Text', 'URL']"
ImageObject.image,"['ImageObject', 'URL']"
ImageObject.mainEntityOfPage,"['CreativeWork', 'URL']"
ImageObject.name,Text
ImageObject.potentialAction,Action
ImageObject.sameAs,URL
ImageObject.subjectOf,"['CreativeWork', 'Event']"
ImageObject.url,URL
