property,expected_types
VideoObject.funding,Grant
VideoObject.genre,"['Text', 'URL']"
VideoObject.hasPart,CreativeWork
VideoObject.headline,Text
VideoObject.inLanguage,"['Language', 'Text']"
VideoObject.interactionStatistic,InteractionCounter
VideoObject.interactivityType,Text
VideoObject.interpretedAsClaim,Claim
VideoObject.isAccessibleForFree,Boolean
VideoObject.isBasedOn,"['CreativeWork', 'Product', 'URL']"
VideoObject.isFamilyFriendly,Boolean
VideoObject.isPartOf,"['CreativeWork', 'URL']"
VideoObject.keywords,"['DefinedTerm', 'Text', 'URL']"
VideoObject.learningResourceType,"['DefinedTerm', 'Text']"
VideoObject.license,"['CreativeWork', 'URL']"
VideoObject.locationCreated,Place
VideoObject.mainEntity,Thing
VideoObject.maintainer,"['Organization', 'Person']"
VideoObject.material,"['Product', 'Text', 'URL']"
VideoObject.materialExtent,"['QuantitativeValue', 'Text']"
VideoObject.mentions,Thing
VideoObject.offers,"['Demand', 'Offer']"
VideoObject.pattern,"['DefinedTerm', 'Text']"
VideoObject.position,"['Integer', 'Text']"
VideoObject.producer,"['Organization', 'Person']"
VideoObject.provider,"['Organization', 'Person']"
VideoObject.publication,PublicationEvent
VideoObject.publisher,"['Organization', 'Person']"
VideoObject.publisherImprint,Organization
VideoObject.publishingPrinciples,"['CreativeWork', 'URL']"
VideoObject.recordedAt,Event
VideoObject.releasedEvent,PublicationEvent
VideoObject.review,Review
VideoObject.schemaVersion,"['Text', 'URL']"
VideoObject.sdDatePublished,Date
VideoObject.sdLicense,"['CreativeWork', 'URL']"
VideoObject.sdPublisher,"['Organization', 'Person']"
VideoObject.size,"['DefinedTerm', 'QuantitativeValue', 'SizeSpecification', 'Text']"
VideoObject.sourceOrganization,Organization
VideoObject.spatial,Place
VideoObject.spatialCoverage,Place
VideoObject.sponsor,"['Organization', 'Person']"
VideoObject.teaches,"['DefinedTerm', 'Text']"
VideoObject.temporal,"['DateTime', 'Text']"
VideoObject.temporalCoverage,"['DateTime', 'Text', 'URL']"
VideoObject.text,Text
VideoObject.thumbnailUrl,URL
VideoObject.timeRequired,Duration
VideoObject.translationOfWork,CreativeWork
VideoObject.translator,"['Organization', 'Person']"
VideoObject.typicalAgeRange,Text
VideoObject.usageInfo,"['CreativeWork', 'URL']"
VideoObject.version,"['Number', 'Text']"
VideoObject.video,"['Clip', 'VideoObject']"
VideoObject.workExample,CreativeWork
VideoObject.workTranslation,CreativeWork
VideoObject.additionalType,URL
VideoObject.alternateName,Text
VideoObject.description,Text
VideoObject.disambiguatingDescription,Text
VideoObject.identifier,"['PropertyValue', 'Text', 'URL']"
VideoObject.image,"['ImageObject', 'URL']"
VideoObject.mainEntityOfPage,"['CreativeWork', 'URL']"
VideoObject.name,Text
VideoObject.potentialAction,Action
VideoObject.sameAs,URL
VideoObject.subjectOf,"['CreativeWork', 'Event']"
VideoObject.url,URL
