property,expected_types
EducationalOccupationalCredential.inLanguage,"['Language', 'Text']"
EducationalOccupationalCredential.interactionStatistic,InteractionCounter
EducationalOccupationalCredential.interactivityType,Text
EducationalOccupationalCredential.interpretedAsClaim,Claim
EducationalOccupationalCredential.isAccessibleForFree,Boolean
EducationalOccupationalCredential.isBasedOn,"['CreativeWork', 'Product', 'URL']"
EducationalOccupationalCredential.isFamilyFriendly,Boolean
EducationalOccupationalCredential.isPartOf,"['CreativeWork', 'URL']"
EducationalOccupationalCredential.keywords,"['DefinedTerm', 'Text', 'URL']"
EducationalOccupationalCredential.learningResourceType,"['DefinedTerm', 'Text']"
EducationalOccupationalCredential.license,"['CreativeWork', 'URL']"
EducationalOccupationalCredential.locationCreated,Place
EducationalOccupationalCredential.mainEntity,Thing
EducationalOccupationalCredential.maintainer,"['Organization', 'Person']"
EducationalOccupationalCredential.material,"['Product', 'Text', 'URL']"
EducationalOccupationalCredential.materialExtent,"['QuantitativeValue', 'Text']"
EducationalOccupationalCredential.mentions,Thing
EducationalOccupationalCredential.offers,"['Demand', 'Offer']"
EducationalOccupationalCredential.pattern,"['DefinedTerm', 'Text']"
EducationalOccupationalCredential.position,"['Integer', 'Text']"
EducationalOccupationalCredential.producer,"['Organization', 'Person']"
EducationalOccupationalCredential.provider,"['Organization', 'Person']"
EducationalOccupationalCredential.publication,PublicationEvent
EducationalOccupationalCredential.publisher,"['Organization', 'Person']"
EducationalOccupationalCredential.publisherImprint,Organization
EducationalOccupationalCredential.publishingPrinciples,"['CreativeWork', 'URL']"
EducationalOccupationalCredential.recordedAt,Event
EducationalOccupationalCredential.releasedEvent,PublicationEvent
EducationalOccupationalCredential.review,Review
EducationalOccupationalCredential.schemaVersion,"['Text', 'URL']"
EducationalOccupationalCredential.sdDatePublished,Date
EducationalOccupationalCredential.sdLicense,"['CreativeWork', 'URL']"
EducationalOccupationalCredential.sdPublisher,"['Organization', 'Person']"
EducationalOccupationalCredential.size,"['DefinedTerm', 'QuantitativeValue', 'SizeSpecification', 'Text']"
EducationalOccupationalCredential.sourceOrganization,Organization
EducationalOccupationalCredential.spatial,Place
EducationalOccupationalCredential.spatialCoverage,Place
EducationalOccupationalCredential.sponsor,"['Organization', 'Person']"
EducationalOccupationalCredential.teaches,"['DefinedTerm', 'Text']"
EducationalOccupationalCredential.temporal,"['DateTime', 'Text']"
EducationalOccupationalCredential.temporalCoverage,"['DateTime', 'Text', 'URL']"
EducationalOccupationalCredential.text,Text
EducationalOccupationalCredential.thumbnailUrl,URL
EducationalOccupationalCredential.timeRequired,Duration
EducationalOccupationalCredential.translationOfWork,CreativeWork
EducationalOccupationalCredential.translator,"['Organization', 'Person']"
EducationalOccupationalCredential.typicalAgeRange,Text
EducationalOccupationalCredential.usageInfo,"['CreativeWork', 'URL']"
EducationalOccupationalCredential.version,"['Number', 'Text']"
EducationalOccupationalCredential.video,"['Clip', 'VideoObject']"
EducationalOccupationalCredential.workExample,CreativeWork
EducationalOccupationalCredential.workTranslation,CreativeWork
EducationalOccupationalCredential.additionalType,URL
EducationalOccupationalCredential.alternateName,Text
EducationalOccupationalCredential.description,Text
EducationalOccupationalCredential.disambiguatingDescription,Text
EducationalOccupationalCredential.identifier,"['PropertyValue', 'Text', 'URL']"
EducationalOccupationalCredential.image,"['ImageObject', 'URL']"
EducationalOccupationalCredential.mainEntityOfPage,"['CreativeWork', 'URL']"
EducationalOccupationalCredential.name,Text
EducationalOccupationalCredential.potentialAction,Action
EducationalOccupationalCredential.sameAs,URL
EducationalOccupationalCredential.subjectOf,"['CreativeWork', 'Event']"
EducationalOccupationalCredential.url,URL
