property,expected_types
CreativeWorkSeason.spatial,Place
CreativeWorkSeason.spatialCoverage,Place
CreativeWorkSeason.sponsor,"['Organization', 'Person']"
CreativeWorkSeason.teaches,"['DefinedTerm', 'Text']"
CreativeWorkSeason.temporal,"['DateTime', 'Text']"
CreativeWorkSeason.temporalCoverage,"['DateTime', 'Text', 'URL']"
CreativeWorkSeason.text,Text
CreativeWorkSeason.thumbnailUrl,URL
CreativeWorkSeason.timeRequired,Duration
CreativeWorkSeason.translationOfWork,CreativeWork
CreativeWorkSeason.translator,"['Organization', 'Person']"
CreativeWorkSeason.typicalAgeRange,Text
CreativeWorkSeason.usageInfo,"['CreativeWork', 'URL']"
CreativeWorkSeason.version,"['Number', 'Text']"
CreativeWorkSeason.video,"['Clip', 'VideoObject']"
CreativeWorkSeason.workExample,CreativeWork
CreativeWorkSeason.workTranslation,CreativeWork
CreativeWorkSeason.additionalType,URL
CreativeWorkSeason.alternateName,Text
CreativeWorkSeason.description,Text
CreativeWorkSeason.disambiguatingDescription,Text
CreativeWorkSeason.identifier,"['PropertyValue', 'Text', 'URL']"
CreativeWorkSeason.image,"['ImageObject', 'URL']"
CreativeWorkSeason.mainEntityOfPage,"['CreativeWork', 'URL']"
CreativeWorkSeason.name,Text
CreativeWorkSeason.potentialAction,Action
CreativeWorkSeason.sameAs,URL
CreativeWorkSeason.subjectOf,"['CreativeWork', 'Event']"
CreativeWorkSeason.url,URL
