property,expected_types
MusicAlbum.publishingPrinciples,"['CreativeWork', 'URL']"
MusicAlbum.recordedAt,Event
MusicAlbum.releasedEvent,PublicationEvent
MusicAlbum.review,Review
MusicAlbum.schemaVersion,"['Text', 'URL']"
MusicAlbum.sdDatePublished,Date
MusicAlbum.sdLicense,"['CreativeWork', 'URL']"
MusicAlbum.sdPublisher,"['Organization', 'Person']"
MusicAlbum.size,"['DefinedTerm', 'QuantitativeValue', 'SizeSpecification', 'Text']"
MusicAlbum.sourceOrganization,Organization
MusicAlbum.spatial,Place
MusicAlbum.spatialCoverage,Place
MusicAlbum.sponsor,"['Organization', 'Person']"
MusicAlbum.teaches,"['DefinedTerm', 'Text']"
MusicAlbum.temporal,"['DateTime', 'Text']"
MusicAlbum.temporalCoverage,"['DateTime', 'Text', 'URL']"
MusicAlbum.text,Text
MusicAlbum.thumbnailUrl,URL
MusicAlbum.timeRequired,Duration
MusicAlbum.translationOfWork,CreativeWork
MusicAlbum.translator,"['Organization', 'Person']"
MusicAlbum.typicalAgeRange,Text
MusicAlbum.usageInfo,"['CreativeWork', 'URL']"
MusicAlbum.version,"['Number', 'Text']"
MusicAlbum.video,"['Clip', 'VideoObject']"
MusicAlbum.workExample,CreativeWork
MusicAlbum.workTranslation,CreativeWork
MusicAlbum.additionalType,URL
MusicAlbum.alternateName,Text
MusicAlbum.description,Text
MusicAlbum.disambiguatingDescription,Text
MusicAlbum.identifier,"['PropertyValue', 'Text', 'URL']"
MusicAlbum.image,"['ImageObject', 'URL']"
MusicAlbum.mainEntityOfPage,"['CreativeWork', 'URL']"
MusicAlbum.name,Text
MusicAlbum.potentialAction,Action
MusicAlbum.sameAs,URL
MusicAlbum.subjectOf,"['CreativeWork', 'Event']"
MusicAlbum.url,URL
